name,type,id,uri,part_of_name,part_of_type,part_of_id
Galata,null,529096,https://ismi.mpiwg-berlin.mpg.de/place/529096,Istanbul,city,85148
Ġandagān (near Shiraz),city,140190,https://ismi.mpiwg-berlin.mpg.de/place/140190,Iran,country,174469
Gaziantep (Ayntāb),city,447260,https://ismi.mpiwg-berlin.mpg.de/place/447260,Turkey,country,174510
Gelibolu,city,525410,https://ismi.mpiwg-berlin.mpg.de/place/525410,null,null,null
Georgia,country,179183,https://ismi.mpiwg-berlin.mpg.de/place/179183,null,null,null
Germany,country,174492,https://ismi.mpiwg-berlin.mpg.de/place/174492,null,null,null
Ghazna,city,153829,https://ismi.mpiwg-berlin.mpg.de/place/153829,Afghanistan,country,179798
Gīlān (Iran),city,85304,https://ismi.mpiwg-berlin.mpg.de/place/85304,null,null,null
Giresun,city,87304,https://ismi.mpiwg-berlin.mpg.de/place/87304,Turkey,country,174510
Göttingen,city,1129,https://ismi.mpiwg-berlin.mpg.de/place/1129,Germany,country,174492
Granada,city,88223,https://ismi.mpiwg-berlin.mpg.de/place/88223,Spain,country,174730
Greece,country,71938,https://ismi.mpiwg-berlin.mpg.de/place/71938,null,null,null
Guadix,null,436281,https://ismi.mpiwg-berlin.mpg.de/place/436281,Spain,country,174730
Gülistan (Guliston),city,312817,https://ismi.mpiwg-berlin.mpg.de/place/312817,Uzbekistan,country,173272
Gundeshapur [Gundēšāpūr] (Fars),city,327648,https://ismi.mpiwg-berlin.mpg.de/place/327648,Iran,country,174469
Gurganj,city,85367,https://ismi.mpiwg-berlin.mpg.de/place/85367,null,null,null
Hamadan,city,86943,https://ismi.mpiwg-berlin.mpg.de/place/86943,Iran,country,174469
Ḥamāh,city,311328,https://ismi.mpiwg-berlin.mpg.de/place/311328,Syria,country,174694
Hamburg,city,87597,https://ismi.mpiwg-berlin.mpg.de/place/87597,Germany,country,174492
Harran,city,347936,https://ismi.mpiwg-berlin.mpg.de/place/347936,Turkey,country,174510
Ḫujand,city,374418,https://ismi.mpiwg-berlin.mpg.de/place/374418,Tajikistan,country,179518
Heidelberg,city,86434,https://ismi.mpiwg-berlin.mpg.de/place/86434,Germany,country,174492
"Heraklion (Iraklion, Candia, Qandiya; in Crete)",city,71934,https://ismi.mpiwg-berlin.mpg.de/place/71934,Greece,country,71938
Herat,null,374934,https://ismi.mpiwg-berlin.mpg.de/place/374934,Afghanistan,country,179798
Ḫilāṭ [Aḫlāṭ],city,154074,https://ismi.mpiwg-berlin.mpg.de/place/154074,null,null,null
Hungary,country,178964,https://ismi.mpiwg-berlin.mpg.de/place/178964,null,null,null
Hyderabad,city,88276,https://ismi.mpiwg-berlin.mpg.de/place/88276,India,country,174638
India,country,174638,https://ismi.mpiwg-berlin.mpg.de/place/174638,null,null,null
Indonesia,country,173690,https://ismi.mpiwg-berlin.mpg.de/place/173690,null,null,null
Iran,country,174469,https://ismi.mpiwg-berlin.mpg.de/place/174469,null,null,null
Iraq,country,173298,https://ismi.mpiwg-berlin.mpg.de/place/173298,null,null,null
Ireland,country,179659,https://ismi.mpiwg-berlin.mpg.de/place/179659,null,null,null
Isfahan,city,87474,https://ismi.mpiwg-berlin.mpg.de/place/87474,Iran,country,174469
Isfarain,city,384589,https://ismi.mpiwg-berlin.mpg.de/place/384589,Iran,country,174469
Iṣṭaḫr,null,356327,https://ismi.mpiwg-berlin.mpg.de/place/356327,Iran,country,174469
Istanbul,city,85148,https://ismi.mpiwg-berlin.mpg.de/place/85148,Turkey,country,174510
Italy,country,173763,https://ismi.mpiwg-berlin.mpg.de/place/173763,null,null,null
Jawhar,city,382383,https://ismi.mpiwg-berlin.mpg.de/place/382383,null,null,null
Jayyān (Jaén),city,450367,https://ismi.mpiwg-berlin.mpg.de/place/450367,Andalusia,country,93261
Jerusalem,city,87387,https://ismi.mpiwg-berlin.mpg.de/place/87387,Palestine/Israel,country,179483
Jibla,city,86701,https://ismi.mpiwg-berlin.mpg.de/place/86701,Yemen,country,178900
Jurjān,city,85370,https://ismi.mpiwg-berlin.mpg.de/place/85370,null,null,null
Kabul,city,86618,https://ismi.mpiwg-berlin.mpg.de/place/86618,Afghanistan,country,179798
Kaduna,city,87440,https://ismi.mpiwg-berlin.mpg.de/place/87440,Nigeria,country,178897
Kairouan,city,87727,https://ismi.mpiwg-berlin.mpg.de/place/87727,null,null,null
Kairouan (Qayrawān),city,87040,https://ismi.mpiwg-berlin.mpg.de/place/87040,null,null,null
"Kapūrt’halah, India",city,33055,https://ismi.mpiwg-berlin.mpg.de/place/33055,India,country,174638
Karaj,null,381807,https://ismi.mpiwg-berlin.mpg.de/place/381807,Iran,country,174469
Karbala,city,87511,https://ismi.mpiwg-berlin.mpg.de/place/87511,null,null,null
Kashan,city,488271,https://ismi.mpiwg-berlin.mpg.de/place/488271,Iran,country,174469
Kashghar,city,155387,https://ismi.mpiwg-berlin.mpg.de/place/155387,null,null,null
Kastamonu,city,87594,https://ismi.mpiwg-berlin.mpg.de/place/87594,Turkey,country,174510
Kaṯ,city,155041,https://ismi.mpiwg-berlin.mpg.de/place/155041,null,null,null
Kayseri,city,88310,https://ismi.mpiwg-berlin.mpg.de/place/88310,Turkey,country,174510
Kazakhstan,null,382381,https://ismi.mpiwg-berlin.mpg.de/place/382381,null,null,null
Kazan,city,86288,https://ismi.mpiwg-berlin.mpg.de/place/86288,Russia,country,174659
Kazimiya,city,177048,https://ismi.mpiwg-berlin.mpg.de/place/177048,Iraq,country,173298
Kazimiya,city,86520,https://ismi.mpiwg-berlin.mpg.de/place/86520,null,null,null
Khar'kov,city,87173,https://ismi.mpiwg-berlin.mpg.de/place/87173,null,null,null
Khurāsān,city_district,310384,https://ismi.mpiwg-berlin.mpg.de/place/310384,Turkmenistan,country,178885
Khuttal,city,325429,https://ismi.mpiwg-berlin.mpg.de/place/325429,null,null,null
Khuzistan,country,25264,https://ismi.mpiwg-berlin.mpg.de/place/25264,Iran,country,174469
Khwārizm,country,310048,https://ismi.mpiwg-berlin.mpg.de/place/310048,Turkmenistan,country,178885
Kiev,city,87477,https://ismi.mpiwg-berlin.mpg.de/place/87477,Ukraine,country,173857
Kiliç,city,87152,https://ismi.mpiwg-berlin.mpg.de/place/87152,Turkey,country,174510
Kilis,city,443803,https://ismi.mpiwg-berlin.mpg.de/place/443803,Turkey,country,174510
Kirman,null,380989,https://ismi.mpiwg-berlin.mpg.de/place/380989,Iran,country,174469
İzmir,city,49174,https://ismi.mpiwg-berlin.mpg.de/place/49174,Turkey,country,174510
Iznik,city_district,447733,https://ismi.mpiwg-berlin.mpg.de/place/447733,Bursa,city,85627
Jaén,null,395007,https://ismi.mpiwg-berlin.mpg.de/place/395007,Spain,country,174730
Jaipur,city,86356,https://ismi.mpiwg-berlin.mpg.de/place/86356,India,country,174638
Jakarta (formerly Batavia),city,86449,https://ismi.mpiwg-berlin.mpg.de/place/86449,Indonesia,country,173690
Jāmiʿ Naqīb al-Juyūš,madrasa,271745,https://ismi.mpiwg-berlin.mpg.de/place/271745,null,null,null
Lār,city,34602,https://ismi.mpiwg-berlin.mpg.de/place/34602,null,null,null
Lebanon,country,174621,https://ismi.mpiwg-berlin.mpg.de/place/174621,null,null,null
Leiden,city,86776,https://ismi.mpiwg-berlin.mpg.de/place/86776,Netherlands,country,174707
Leipzig,city,87228,https://ismi.mpiwg-berlin.mpg.de/place/87228,Germany,country,174492
Libya,country,178992,https://ismi.mpiwg-berlin.mpg.de/place/178992,null,null,null
London,city,86645,https://ismi.mpiwg-berlin.mpg.de/place/86645,UK,country,174533
"Los Angeles, CA",city,88247,https://ismi.mpiwg-berlin.mpg.de/place/88247,USA,country,173554
Lucknow,city,86969,https://ismi.mpiwg-berlin.mpg.de/place/86969,India,country,174638
Madras,city,87628,https://ismi.mpiwg-berlin.mpg.de/place/87628,India,country,174638
Madrasa Kāmiliyya,madrasa,438040,https://ismi.mpiwg-berlin.mpg.de/place/438040,Cairo,city,85226
Madrasa of Sultan al-Malik al-Ashraf Barsbāy,city,22073,https://ismi.mpiwg-berlin.mpg.de/place/22073,Cairo,city,85226
Madrasah Šāh zādah Muḥammad Ḫān,madrasa,38142,https://ismi.mpiwg-berlin.mpg.de/place/38142,unknown country,country,200567
Madrasaẗ Ilyās al-Mawlỳ ibn Ramaḍān,madrasa,23268,https://ismi.mpiwg-berlin.mpg.de/place/23268,null,null,null
Madrasaẗ Šayḫ Muḥammad Afandī,madrasa,23251,https://ismi.mpiwg-berlin.mpg.de/place/23251,null,null,null
Madrid,city,86912,https://ismi.mpiwg-berlin.mpg.de/place/86912,Spain,country,174730
Maġrib,region,478778,https://ismi.mpiwg-berlin.mpg.de/place/478778,North Africa,country,93622
Mahachqala,city,86446,https://ismi.mpiwg-berlin.mpg.de/place/86446,Russia,country,174659
Makhachqala,city,87719,https://ismi.mpiwg-berlin.mpg.de/place/87719,Russia,country,174659
Malaga,city,140728,https://ismi.mpiwg-berlin.mpg.de/place/140728,Spain,country,174730
Malatya,city,85376,https://ismi.mpiwg-berlin.mpg.de/place/85376,Turkey,country,174510
Manchester,city,87080,https://ismi.mpiwg-berlin.mpg.de/place/87080,UK,country,174533
Manisa,city,87295,https://ismi.mpiwg-berlin.mpg.de/place/87295,Turkey,country,174510
Marāgha,city,85354,https://ismi.mpiwg-berlin.mpg.de/place/85354,null,null,null
Marāgha; Baghdad*,city,85558,https://ismi.mpiwg-berlin.mpg.de/place/85558,null,null,null
Maraş (Kahramanmaraş),city,441899,https://ismi.mpiwg-berlin.mpg.de/place/441899,Turkey,country,174510
Mardin,city,312831,https://ismi.mpiwg-berlin.mpg.de/place/312831,Turkey,country,174510
Marrakech (Morocco),city,85336,https://ismi.mpiwg-berlin.mpg.de/place/85336,null,null,null
Marw,city,153834,https://ismi.mpiwg-berlin.mpg.de/place/153834,Turkmenistan,country,178885
Marwarrüḏ,null,390282,https://ismi.mpiwg-berlin.mpg.de/place/390282,Afghanistan,country,179798
Mar`ashi,city,86575,https://ismi.mpiwg-berlin.mpg.de/place/86575,null,null,null
Mashhad,city,87957,https://ismi.mpiwg-berlin.mpg.de/place/87957,Iran,country,174469
Konya,city,87301,https://ismi.mpiwg-berlin.mpg.de/place/87301,Turkey,country,174510
Kufa,city,93604,https://ismi.mpiwg-berlin.mpg.de/place/93604,Iraq,country,173298
Kütahya,city,525086,https://ismi.mpiwg-berlin.mpg.de/place/525086,Turkey,country,174510
Kuwait,country,440170,https://ismi.mpiwg-berlin.mpg.de/place/440170,null,null,null
Kuwait City,city,440173,https://ismi.mpiwg-berlin.mpg.de/place/440173,Kuwait,country,440170
Ladik,city,443486,https://ismi.mpiwg-berlin.mpg.de/place/443486,Turkey,country,174510
Lahore,city,87930,https://ismi.mpiwg-berlin.mpg.de/place/87930,Pakistan,country,179735
Māwaẗ,city_district,442709,https://ismi.mpiwg-berlin.mpg.de/place/442709,Sulaymaniyah,city,442705
Mazandaran,region,498926,https://ismi.mpiwg-berlin.mpg.de/place/498926,Iran,country,174469
Mecca,city,127632,https://ismi.mpiwg-berlin.mpg.de/place/127632,Saudi Arabia,country,179081
Medina,city,87879,https://ismi.mpiwg-berlin.mpg.de/place/87879,Saudi Arabia,country,179081
Mehdia,null,426724,https://ismi.mpiwg-berlin.mpg.de/place/426724,Tunisia,country,173557
Mersin/Tarsus,city,318030,https://ismi.mpiwg-berlin.mpg.de/place/318030,Turkey,country,174510
Merv,city,485679,https://ismi.mpiwg-berlin.mpg.de/place/485679,Turkmenistan,country,178885
Milan,city,87404,https://ismi.mpiwg-berlin.mpg.de/place/87404,Italy,country,173763
Mocha,city,69524,https://ismi.mpiwg-berlin.mpg.de/place/69524,Yemen,country,178900
Montpelier,city,87483,https://ismi.mpiwg-berlin.mpg.de/place/87483,USA,country,173554
Montreal,city,88035,https://ismi.mpiwg-berlin.mpg.de/place/88035,Canada,country,179459
Morocco,country,173531,https://ismi.mpiwg-berlin.mpg.de/place/173531,null,null,null
Moscow,city,86758,https://ismi.mpiwg-berlin.mpg.de/place/86758,Russia,country,174659
Mosul,city,85483,https://ismi.mpiwg-berlin.mpg.de/place/85483,Iraq,country,173298
Mysore,city,86422,https://ismi.mpiwg-berlin.mpg.de/place/86422,India,country,174638
Najaf,city,87804,https://ismi.mpiwg-berlin.mpg.de/place/87804,Iraq,country,173298
Nakhchivan,region,445345,https://ismi.mpiwg-berlin.mpg.de/place/445345,Azerbaijan,country,178920
Nasā,city_district,310373,https://ismi.mpiwg-berlin.mpg.de/place/310373,Turkmenistan,country,178885
Nasaf,null,428715,https://ismi.mpiwg-berlin.mpg.de/place/428715,null,null,null
Navsari,city,87234,https://ismi.mpiwg-berlin.mpg.de/place/87234,India,country,174638
Mukalla,null,530136,https://ismi.mpiwg-berlin.mpg.de/place/530136,Yemen,country,178900
Mumbai,city,87556,https://ismi.mpiwg-berlin.mpg.de/place/87556,India,country,174638
Munich,city,87231,https://ismi.mpiwg-berlin.mpg.de/place/87231,Germany,country,174492
"Muradabad, India",city,87347,https://ismi.mpiwg-berlin.mpg.de/place/87347,null,null,null
Murcia,null,431843,https://ismi.mpiwg-berlin.mpg.de/place/431843,Spain,country,174730
North Africa,country,93622,https://ismi.mpiwg-berlin.mpg.de/place/93622,null,null,null
